Date,Open,High,Low,Close,Adj Close,Volume
2016-10-12,4.870000,4.890000,4.780000,4.820000,4.820000,277609440
2016-10-13,4.780000,4.810000,4.680000,4.690000,4.690000,383995181
2016-10-14,4.720000,4.740000,4.660000,4.720000,4.720000,396720151
2016-10-17,4.700000,4.730000,4.660000,4.680000,4.680000,233131112
2016-10-18,4.710000,4.770000,4.690000,4.770000,4.770000,275880596
2016-10-19,4.740000,4.800000,4.700000,4.710000,4.710000,202097908
2016-10-20,4.750000,4.770000,4.720000,4.720000,4.720000,145458922
2016-10-21,4.720000,4.720000,4.720000,4.720000,4.720000,0
2016-10-24,4.710000,4.810000,4.680000,4.810000,4.810000,302557858
2016-10-25,4.780000,4.820000,4.760000,4.790000,4.790000,153244698
2016-10-26,4.740000,4.760000,4.710000,4.720000,4.720000,104366405
2016-10-27,4.740000,4.750000,4.630000,4.690000,4.690000,219751212
2016-10-28,4.670000,4.690000,4.620000,4.630000,4.630000,154190679
2016-10-31,4.630000,4.740000,4.610000,4.670000,4.670000,139958278
2016-11-01,4.700000,4.780000,4.680000,4.750000,4.750000,202365685
2016-11-02,4.700000,4.700000,4.630000,4.650000,4.650000,164938572
2016-11-03,4.620000,4.720000,4.620000,4.640000,4.640000,130689310
2016-11-04,4.620000,4.680000,4.610000,4.650000,4.650000,141411474
2016-11-07,4.720000,4.730000,4.650000,4.690000,4.690000,139781101
2016-11-08,4.730000,4.740000,4.670000,4.740000,4.740000,105677673
2016-11-09,4.790000,4.790000,4.460000,4.580000,4.580000,577949224
2016-11-10,4.670000,4.730000,4.630000,4.660000,4.660000,231900474
2016-11-11,4.620000,4.640000,4.550000,4.600000,4.600000,258019297
2016-11-14,4.550000,4.570000,4.480000,4.510000,4.510000,364918241
2016-11-15,4.500000,4.560000,4.480000,4.500000,4.500000,237056977
2016-11-16,4.500000,4.530000,4.480000,4.480000,4.480000,258950439
2016-11-17,4.470000,4.500000,4.450000,4.460000,4.460000,196614224
2016-11-18,4.460000,4.490000,4.430000,4.480000,4.480000,149799353
2016-11-21,4.480000,4.520000,4.450000,4.490000,4.490000,171899320
2016-11-22,4.490000,4.620000,4.490000,4.600000,4.600000,206659937
2016-11-23,4.600000,4.700000,4.600000,4.640000,4.640000,213538255
2016-11-24,4.600000,4.620000,4.570000,4.610000,4.610000,125924616
2016-11-25,4.610000,4.680000,4.600000,4.670000,4.670000,174182626
2016-11-28,4.680000,4.800000,4.680000,4.760000,4.760000,367360077
2016-11-29,4.730000,4.800000,4.730000,4.780000,4.780000,265674434
2016-11-30,4.790000,4.830000,4.750000,4.750000,4.750000,296325067
2016-12-01,4.770000,4.850000,4.740000,4.790000,4.790000,286776031
2016-12-02,4.770000,4.790000,4.720000,4.750000,4.750000,444445752
2016-12-05,4.730000,4.780000,4.720000,4.770000,4.770000,263269417
2016-12-06,4.800000,4.840000,4.770000,4.820000,4.820000,238882861
2016-12-07,4.840000,4.850000,4.780000,4.830000,4.830000,132195901
2016-12-08,4.880000,4.900000,4.840000,4.850000,4.850000,252973275
2016-12-09,4.830000,4.890000,4.810000,4.850000,4.850000,222708601
2016-12-12,4.890000,4.900000,4.770000,4.790000,4.790000,301505176
2016-12-13,4.760000,4.780000,4.720000,4.760000,4.760000,235879202
2016-12-14,4.790000,4.790000,4.710000,4.710000,4.710000,180407476
2016-12-15,4.660000,4.680000,4.560000,4.570000,4.570000,433969899
2016-12-16,4.550000,4.650000,4.550000,4.570000,4.570000,305352295
2016-12-19,4.540000,4.570000,4.510000,4.560000,4.560000,194896781
2016-12-20,4.530000,4.590000,4.530000,4.550000,4.550000,192039725
2016-12-21,4.550000,4.590000,4.530000,4.560000,4.560000,167455633
2016-12-22,4.540000,4.560000,4.470000,4.490000,4.490000,244414733
2016-12-23,4.510000,4.550000,4.460000,4.490000,4.490000,314231264
2016-12-28,4.490000,4.580000,4.450000,4.540000,4.540000,295724899
2016-12-29,4.500000,4.590000,4.500000,4.580000,4.580000,256920578
2016-12-30,4.590000,4.680000,4.590000,4.650000,4.650000,316060717
2017-01-03,4.650000,4.720000,4.600000,4.680000,4.680000,201930710
2017-01-04,4.680000,4.710000,4.630000,4.650000,4.650000,214672371
2017-01-05,4.690000,4.720000,4.660000,4.710000,4.710000,203393543
2017-01-06,4.730000,4.750000,4.710000,4.730000,4.730000,177906284
2017-01-09,4.720000,4.750000,4.660000,4.680000,4.680000,209665142
2017-01-10,4.680000,4.740000,4.670000,4.710000,4.710000,127979077
2017-01-11,4.740000,4.770000,4.720000,4.760000,4.760000,216075152
2017-01-12,4.760000,4.790000,4.740000,4.770000,4.770000,141335191
2017-01-13,4.790000,4.800000,4.770000,4.770000,4.770000,128123439
2017-01-16,4.750000,4.770000,4.670000,4.730000,4.730000,218507011
2017-01-17,4.750000,4.760000,4.700000,4.740000,4.740000,147173644
2017-01-18,4.760000,4.810000,4.750000,4.770000,4.770000,221583870
2017-01-19,4.750000,4.790000,4.720000,4.780000,4.780000,161447989
2017-01-20,4.750000,4.780000,4.710000,4.710000,4.710000,126115721
2017-01-23,4.720000,4.780000,4.720000,4.730000,4.730000,127937513
2017-01-24,4.760000,4.770000,4.720000,4.730000,4.730000,177591227
2017-01-25,4.760000,4.760000,4.700000,4.720000,4.720000,127417910
2017-01-26,4.750000,4.830000,4.720000,4.800000,4.800000,260559584
2017-01-27,4.780000,4.810000,4.780000,4.780000,4.780000,96015895
2017-02-01,4.780000,4.810000,4.720000,4.770000,4.770000,215352014
2017-02-02,4.760000,4.800000,4.720000,4.730000,4.730000,119673983
2017-02-03,4.730000,4.750000,4.680000,4.700000,4.700000,209729067
2017-02-06,4.730000,4.750000,4.700000,4.740000,4.740000,160744445
2017-02-07,4.730000,4.780000,4.720000,4.760000,4.760000,194992247
2017-02-08,4.790000,4.850000,4.700000,4.820000,4.820000,360241535
2017-02-09,4.850000,4.890000,4.820000,4.870000,4.870000,323825365
2017-02-10,4.900000,4.930000,4.860000,4.860000,4.860000,278870354
2017-02-13,4.880000,4.940000,4.880000,4.940000,4.940000,286664639
2017-02-14,4.950000,4.980000,4.910000,4.960000,4.960000,280366727
2017-02-15,4.990000,5.130000,4.980000,5.100000,5.100000,785106390
2017-02-16,5.190000,5.200000,5.100000,5.130000,5.130000,660035916
2017-02-17,5.140000,5.150000,5.030000,5.060000,5.060000,277091691
2017-02-20,5.060000,5.150000,5.050000,5.110000,5.110000,256816602
2017-02-21,5.130000,5.130000,5.050000,5.070000,5.070000,231535275
2017-02-22,5.100000,5.190000,5.090000,5.180000,5.180000,348844413
2017-02-23,5.190000,5.200000,5.120000,5.190000,5.190000,274554590
2017-02-24,5.170000,5.180000,5.120000,5.140000,5.140000,219459158
2017-02-27,5.120000,5.180000,5.060000,5.080000,5.080000,272699692
2017-02-28,5.100000,5.120000,5.060000,5.090000,5.090000,178663993
2017-03-01,5.100000,5.120000,5.030000,5.040000,5.040000,185545921
2017-03-02,5.100000,5.130000,4.990000,5.010000,5.010000,358840582
2017-03-03,4.990000,5.000000,4.920000,4.930000,4.930000,264493326
2017-03-06,4.950000,4.980000,4.930000,4.950000,4.950000,229886260
2017-03-07,4.980000,4.990000,4.950000,4.970000,4.970000,101906827
2017-03-08,4.930000,5.040000,4.920000,5.020000,5.020000,216594453
2017-03-09,4.980000,4.990000,4.910000,4.930000,4.930000,216668133
2017-03-10,4.930000,4.950000,4.900000,4.910000,4.910000,107729855
2017-03-13,4.960000,5.090000,4.940000,5.060000,5.060000,302530332
2017-03-14,5.090000,5.150000,5.070000,5.090000,5.090000,257514002
2017-03-15,5.050000,5.070000,5.020000,5.060000,5.060000,132780951
2017-03-16,5.130000,5.190000,5.120000,5.190000,5.190000,359174882
2017-03-17,5.200000,5.200000,5.150000,5.160000,5.160000,282722650
2017-03-20,5.140000,5.190000,5.140000,5.190000,5.190000,190126858
2017-03-21,5.200000,5.270000,5.180000,5.220000,5.220000,356553293
2017-03-22,5.120000,5.170000,5.070000,5.140000,5.140000,335795738
2017-03-23,5.160000,5.210000,5.130000,5.170000,5.170000,249449127
2017-03-24,5.180000,5.190000,5.120000,5.160000,5.160000,248315429
2017-03-27,5.120000,5.170000,5.080000,5.120000,5.120000,219438357
2017-03-28,5.160000,5.160000,5.120000,5.150000,5.150000,173418267
2017-03-29,5.190000,5.220000,5.150000,5.170000,5.170000,215053886
2017-03-30,5.180000,5.190000,5.110000,5.120000,5.120000,205938463
2017-03-31,5.140000,5.160000,5.070000,5.080000,5.080000,221161837
2017-04-03,5.100000,5.130000,5.080000,5.110000,5.110000,112167042
2017-04-05,5.110000,5.130000,5.060000,5.110000,5.110000,292549159
2017-04-06,5.060000,5.070000,5.020000,5.030000,5.030000,270915926
2017-04-07,5.020000,5.030000,4.950000,5.010000,5.010000,269043745
2017-04-10,5.030000,5.070000,5.020000,5.040000,5.040000,152735473
2017-04-11,5.060000,5.070000,4.960000,4.970000,4.970000,237993336
2017-04-12,4.960000,5.050000,4.950000,5.020000,5.020000,178543374
2017-04-13,5.010000,5.070000,4.990000,5.020000,5.020000,143132128
2017-04-18,5.020000,5.050000,4.920000,4.930000,4.930000,229213051
2017-04-19,4.930000,4.960000,4.880000,4.910000,4.910000,208231683
2017-04-20,4.920000,4.950000,4.880000,4.950000,4.950000,184011006
2017-04-21,4.980000,4.990000,4.930000,4.960000,4.960000,200051279
2017-04-24,4.990000,5.030000,4.970000,4.990000,4.990000,268578834
2017-04-25,5.030000,5.140000,5.010000,5.100000,5.100000,386799674
2017-04-26,5.140000,5.140000,5.070000,5.140000,5.140000,319367188
2017-04-27,5.120000,5.140000,5.070000,5.110000,5.110000,238179270
2017-04-28,5.120000,5.130000,5.070000,5.080000,5.080000,116128211
2017-05-02,5.080000,5.150000,5.040000,5.070000,5.070000,209189345
2017-05-04,5.070000,5.070000,4.990000,5.030000,5.030000,220891953
2017-05-05,5.000000,5.020000,4.930000,4.960000,4.960000,250788265
2017-05-08,4.960000,5.020000,4.950000,5.010000,5.010000,181718424
2017-05-09,5.020000,5.060000,4.950000,5.040000,5.040000,190216878
2017-05-10,5.050000,5.120000,5.050000,5.100000,5.100000,321154688
2017-05-11,5.120000,5.140000,5.090000,5.100000,5.100000,276304295
2017-05-12,5.080000,5.110000,5.060000,5.080000,5.080000,277618586
2017-05-15,5.100000,5.160000,5.090000,5.150000,5.150000,376498576
2017-05-16,5.170000,5.170000,5.100000,5.140000,5.140000,307317363
2017-05-17,5.150000,5.150000,5.110000,5.130000,5.130000,240984405
2017-05-18,5.090000,5.110000,5.060000,5.080000,5.080000,246284719
2017-05-19,5.090000,5.100000,5.050000,5.070000,5.070000,267360851
2017-05-22,5.070000,5.130000,5.020000,5.110000,5.110000,247221740
2017-05-23,5.080000,5.140000,5.080000,5.120000,5.120000,258464129
2017-05-24,5.090000,5.120000,5.070000,5.110000,5.110000,243331227
2017-05-25,5.110000,5.180000,5.110000,5.160000,5.160000,325696632
2017-05-26,5.190000,5.220000,5.160000,5.190000,5.190000,192086380
2017-05-29,5.200000,5.220000,5.170000,5.200000,5.200000,160483908
2017-05-31,5.200000,5.250000,5.200000,5.210000,5.210000,368621631
2017-06-01,5.240000,5.300000,5.200000,5.300000,5.300000,476704109
2017-06-02,5.350000,5.400000,5.340000,5.400000,5.400000,545534228
