symbol,date,time,volume,daily_rng,last_price,change,change_pct,52wH,52wH_pct,avg_vol
0237.HK,6/9/2017,3:54pm,70000,18.54 - 18.62,18.6,0.0,+0.00%,-7.65,-29.14%,28189.0
0238.HK,6/9/2017,3:41pm,150140,0.73 - 0.76,0.74,0.0,+0.00%,-0.23,-23.71%,160375.0
0239.HK,6/9/2017,2:40pm,5000,3.52 - 3.52,3.52,0.0,+0.00%,-0.39,-9.97%,38573.0
0240.HK,6/9/2017,3:59pm,2430500,0.54 - 0.55,0.54,-0.01,-1.82%,-0.14,-20.59%,4247400.0
0241.HK,6/9/2017,4:08pm,37906600,3.93 - 4.21,4.0,0.11,+2.83%,-1.82,-31.27%,16484200.0
0242.HK,6/9/2017,4:08pm,15026001,3.11 - 3.23,3.22,0.0,+0.00%,-0.01,-0.31%,3620330.0
0243.HK,6/9/2017,3:58pm,317750,0.63 - 0.66,0.66,0.0,+0.00%,-0.31,-31.96%,2969930.0
0244.HK,6/9/2017,3:59pm,768000,0.375 - 0.390,0.385,-0.005,-1.282%,-0.085,-18.085%,269782.0
0245.HK,6/9/2017,4:08pm,9330360,0.470 - 0.495,0.495,-0.005,-1.000%,-0.455,-47.895%,9079560.0
0247.HK,5/31/2017,1:24pm,2000,23.50 - 23.50,23.5,0.0,+0.00%,0.0,+0.00%,751.0
0248.HK,6/8/2017,2:30pm,639750,0.25 - 0.25,0.25,0.0,+0.00%,-0.15,-36.71%,177358.0
0250.HK,6/9/2017,3:59pm,6180000,0.106 - 0.109,0.109,0.002,+1.869%,-0.04,-26.846%,5565270.0
0251.HK,6/9/2017,3:48pm,30000,10.92 - 10.98,10.92,-0.04,-0.36%,-10.08,-48.00%,233875.0
0252.HK,6/8/2017,3:59pm,10000,3.58 - 3.58,3.48,0.0,+0.00%,-0.32,-8.42%,1331.0
0253.HK,6/6/2017,3:05pm,20150,2.80 - 2.80,2.84,0.0,+0.00%,-0.21,-6.89%,9301.0
0254.HK,7/29/2016,3:59pm,15740000,0.139 - 0.152,0.142,0.0,+0.000%,-0.041,-22.404%,
0255.HK,6/9/2017,3:59pm,206000,3.61 - 3.63,3.61,-0.02,-0.55%,-0.32,-8.14%,511169.0
0256.HK,6/9/2017,3:59pm,3616000,1.70 - 1.74,1.72,-0.01,-0.58%,-0.48,-21.82%,3276350.0
0257.HK,6/9/2017,4:08pm,15484602,9.56 - 9.89,9.68,-0.17,-1.73%,-1.46,-13.11%,8079180.0
0258.HK,6/9/2017,3:42pm,858000,3.32 - 3.36,3.35,-0.02,-0.59%,-0.88,-20.80%,812311.0
0259.HK,6/9/2017,3:59pm,679000,3.03 - 3.24,3.07,-0.11,-3.46%,-1.94,-38.72%,960224.0
0260.HK,6/9/2017,2:33pm,500000,0.114 - 0.117,0.115,0.001,+0.877%,-0.09,-43.902%,2626660.0
0261.HK,6/9/2017,3:58pm,42880000,0.01 - 0.01,0.01,0.0,+0.00%,-0.01,-52.38%,94645200.0
0262.HK,6/8/2017,3:01pm,725000,0.305 - 0.315,0.305,0.0,+0.000%,-0.065,-17.568%,348678.0
0263.HK,6/9/2017,3:59pm,4010000,0.236 - 0.247,0.236,0.001,+0.426%,-0.219,-48.132%,1295000.0
0264.HK,6/8/2017,1:26pm,20000,1.00 - 1.01,1.01,0.01,+1.00%,-0.49,-32.67%,271582.0
0265.HK,6/9/2017,3:59pm,1070000,0.152 - 0.153,0.152,-0.011,-6.748%,-0.06,-28.302%,3235510.0
0266.HK,6/9/2017,3:53pm,14280,8.92 - 9.01,8.93,-0.04,-0.45%,-0.21,-2.30%,34751.0
0267.HK,6/9/2017,4:08pm,16141184,12.26 - 12.70,12.54,-0.04,-0.32%,-0.24,-1.88%,12080400.0
0268.HK,6/9/2017,3:59pm,13831100,3.08 - 3.18,3.11,-0.03,-0.96%,-0.44,-12.39%,21015400.0
0269.HK,6/9/2017,3:59pm,19315000,0.200 - 0.211,0.207,0.001,+0.485%,-0.04,-16.194%,29925900.0
0270.HK,6/9/2017,4:08pm,7548000,11.00 - 11.20,11.02,-0.14,-1.25%,-1.98,-15.23%,8261750.0
0271.HK,6/9/2017,3:54pm,9120446,2.16 - 2.22,2.22,0.05,+2.30%,-0.68,-23.45%,1151910.0
0272.HK,6/9/2017,4:08pm,7039467,1.85 - 1.90,1.87,-0.02,-1.06%,-0.42,-18.34%,11033300.0
0273.HK,6/9/2017,3:16pm,1440000,0.101 - 0.103,0.101,-0.002,-1.942%,-0.147,-59.351%,14373900.0
0274.HK,6/9/2017,2:51pm,8872000,0.027 - 0.029,0.029,0.002,+7.407%,-0.022,-43.137%,16598400.0
0275.HK,6/9/2017,3:59pm,14070102,0.146 - 0.151,0.151,0.003,+2.027%,-0.124,-45.091%,37494200.0
0276.HK,6/9/2017,3:35pm,2325500,0.234 - 0.242,0.238,-0.005,-2.058%,-0.412,-63.385%,2484770.0
0277.HK,5/26/2017,9:53am,743,4.77 - 4.77,4.77,0.0,+0.00%,0.0,+0.00%,3313.0
0278.HK,6/9/2017,3:35pm,16000,9.35 - 9.45,9.45,0.1,+1.07%,0.0,+0.00%,3773.0
0279.HK,6/9/2017,3:59pm,19371430,0.53 - 0.57,0.54,-0.01,-1.82%,-0.1,-15.62%,11479200.0
0280.HK,6/9/2017,3:48pm,528000,0.59 - 0.61,0.6,-0.01,-1.64%,-0.1,-14.29%,505434.0
0281.HK,6/9/2017,3:59pm,1548000,0.57 - 0.58,0.58,0.0,+0.00%,-0.12,-17.14%,3084740.0
0282.HK,6/9/2017,2:06pm,80000,0.345 - 0.345,0.345,0.0,+0.000%,-0.1,-22.472%,109339.0
0283.HK,5/25/2017,3:42pm,99700,8.90 - 8.96,8.9,0.0,+0.00%,-0.1,-1.11%,1119740.0
0285.HK,6/9/2017,4:08pm,18278099,16.66 - 17.90,17.6,0.98,+5.90%,-0.3,-1.68%,10659500.0
0286.HK,6/9/2017,2:49pm,1658000,0.61 - 0.63,0.62,0.0,+0.00%,-0.15,-19.48%,5471730.0
0287.HK,6/9/2017,1:39pm,4000,11.80 - 11.80,11.82,0.12,+1.03%,-0.38,-3.11%,3432.0
0288.HK,6/9/2017,4:08pm,112014112,7.16 - 7.52,7.36,-0.1,-1.34%,-0.23,-3.03%,51515900.0
0289.HK,6/9/2017,2:45pm,30000,26.70 - 27.00,26.7,-0.04,-0.15%,-1.2,-4.30%,20705.0
0290.HK,6/9/2017,3:58pm,6826000,0.223 - 0.233,0.226,-0.007,-3.004%,-0.139,-38.082%,9478600.0
0291.HK,6/9/2017,4:08pm,9869262,20.15 - 21.05,20.75,-0.4,-1.89%,-0.45,-2.12%,4738800.0
0292.HK,6/9/2017,3:59pm,1656916,0.56 - 0.58,0.58,0.0,+0.00%,-0.79,-57.66%,980600.0
0293.HK,6/9/2017,4:08pm,18065278,12.42 - 12.68,12.62,0.08,+0.64%,-0.46,-3.52%,9815930.0
0294.HK,6/6/2017,1:26pm,35000,2.98 - 2.98,2.97,0.0,+0.00%,-0.21,-6.60%,42049.0
0295.HK,6/9/2017,3:59pm,1700000,0.380 - 0.395,0.385,-0.005,-1.282%,-0.075,-16.304%,9074930.0
0296.HK,6/9/2017,3:59pm,1900000,1.78 - 1.81,1.8,0.0,+0.00%,-0.38,-17.43%,2225730.0
0297.HK,6/9/2017,4:08pm,6455200,0.98 - 1.01,1.0,0.0,+0.00%,-0.38,-27.54%,10237200.0
0298.HK,6/9/2017,3:59pm,20561350,0.62 - 0.66,0.63,-0.02,-3.08%,-0.06,-8.70%,4623040.0
0299.HK,6/9/2017,3:57pm,9750000,0.045 - 0.047,0.046,0.0,+0.000%,-0.109,-70.323%,48372500.0
0300.HK,3/22/2017,4:09pm,2169005,2.45 - 2.51,2.49,0.0,+0.00%,-1.03,-29.26%,
0303.HK,6/9/2017,4:08pm,617661,123.30 - 127.90,126.3,2.1,+1.69%,-1.6,-1.25%,515207.0
0305.HK,6/9/2017,3:59pm,4442500,0.67 - 0.71,0.68,-0.03,-4.23%,-0.16,-19.05%,2564400.0
0306.HK,6/9/2017,3:18pm,324000,4.64 - 4.70,4.65,-0.05,-1.06%,-0.25,-5.10%,180179.0
0308.HK,6/9/2017,4:08pm,4054000,2.22 - 2.25,2.23,-0.01,-0.45%,-0.27,-10.80%,8295540.0
0309.HK,6/9/2017,3:59pm,3538000,0.69 - 0.73,0.72,0.02,+2.86%,-0.08,-10.00%,12619500.0
0311.HK,2/14/2017,3:57pm,341000,1.74 - 1.79,1.75,0.0,+0.00%,-1.65,-48.53%,
0312.HK,6/9/2017,3:36pm,264000,0.48 - 0.50,0.5,0.01,+2.04%,-0.16,-24.24%,332853.0
0313.HK,6/9/2017,3:54pm,6396666,0.082 - 0.083,0.082,-0.002,-2.381%,-0.027,-24.771%,5213610.0
0315.HK,6/9/2017,4:08pm,1095097,10.42 - 10.58,10.42,-0.1,-0.95%,-4.04,-27.94%,1425410.0
0316.HK,6/9/2017,4:08pm,1391870,47.70 - 48.75,48.45,-0.15,-0.31%,-2.65,-5.19%,1157110.0
0317.HK,6/9/2017,4:08pm,1692800,14.26 - 14.80,14.5,-0.08,-0.55%,-3.8,-20.77%,2097040.0
0318.HK,6/9/2017,3:54pm,115000,1.10 - 1.15,1.12,0.02,+1.82%,-0.67,-37.43%,73012.0
0319.HK,6/9/2017,3:55pm,170000,2.89 - 2.91,2.9,-0.01,-0.34%,-0.1,-3.33%,819981.0
0320.HK,6/9/2017,3:39pm,156000,0.96 - 0.97,0.97,0.0,+0.00%,-0.28,-22.40%,266087.0
0321.HK,6/9/2017,3:59pm,2807700,4.24 - 4.32,4.27,-0.05,-1.16%,-2.96,-40.94%,2050510.0
0322.HK,6/9/2017,4:08pm,9957827,9.41 - 9.60,9.55,-0.03,-0.31%,-1.25,-11.57%,7370420.0
0323.HK,6/9/2017,4:08pm,8589000,2.77 - 2.82,2.79,-0.03,-1.06%,-0.39,-12.26%,17695600.0
0326.HK,6/9/2017,1:42pm,554002,0.34 - 0.35,0.34,0.0,+0.00%,-0.46,-57.50%,574670.0
0327.HK,6/9/2017,3:59pm,5643422,4.79 - 4.95,4.85,0.07,+1.46%,-1.99,-29.09%,4142270.0
0328.HK,6/9/2017,3:57pm,88000,2.00 - 2.03,2.03,0.0,+0.00%,-1.84,-47.55%,172521.0
0329.HK,6/8/2017,11:10am,12625,1.50 - 1.50,1.5,0.0,+0.00%,-0.7,-31.82%,855186.0
0330.HK,6/9/2017,4:08pm,878762,5.46 - 5.54,5.49,0.03,+0.55%,-2.13,-27.95%,2504680.0
0331.HK,6/9/2017,3:59pm,895000,2.37 - 2.44,2.38,-0.06,-2.46%,-0.27,-10.19%,209746.0
0332.HK,6/9/2017,3:28pm,245800,0.65 - 0.68,0.67,0.02,+3.08%,-0.13,-16.25%,2492260.0
0333.HK,6/9/2017,1:34pm,109600,1.67 - 1.71,1.69,-0.01,-0.59%,-0.18,-9.63%,27528.0
0334.HK,6/9/2017,3:59pm,1426210,1.15 - 1.19,1.17,0.01,+0.86%,-0.23,-16.43%,6886360.0
0335.HK,6/9/2017,3:48pm,1330000,1.25 - 1.35,1.29,0.04,+3.20%,-0.29,-18.35%,162702.0
0336.HK,6/9/2017,4:08pm,2439287,4.36 - 4.41,4.37,-0.01,-0.23%,-0.46,-9.52%,2981910.0
0337.HK,6/9/2017,3:59pm,11446000,2.80 - 2.93,2.85,-0.06,-2.06%,-0.19,-6.25%,6167650.0
0338.HK,6/9/2017,4:08pm,16602000,4.30 - 4.36,4.3,-0.02,-0.46%,-0.76,-15.02%,15976500.0
0340.HK,6/9/2017,3:59pm,4780000,0.082 - 0.088,0.086,-0.002,-2.273%,-0.039,-31.200%,6579290.0
0341.HK,6/9/2017,4:08pm,1853282,25.85 - 26.15,26.1,0.25,+0.97%,-2.2,-7.77%,448545.0
0342.HK,6/9/2017,3:59pm,1294000,2.39 - 2.43,2.39,0.0,+0.00%,-1.81,-43.10%,2525970.0
0343.HK,6/9/2017,3:56pm,824500,0.54 - 0.57,0.56,-0.01,-1.75%,-1.01,-64.33%,2261940.0
0345.HK,6/9/2017,4:08pm,249750,16.16 - 16.28,16.22,-0.02,-0.12%,-0.96,-5.59%,620588.0
0346.HK,6/9/2017,3:59pm,1730000,0.179 - 0.184,0.181,-0.004,-2.162%,-0.067,-27.016%,3871060.0
0347.HK,6/9/2017,4:08pm,6270445,5.12 - 5.24,5.18,-0.02,-0.38%,-1.38,-21.04%,15848900.0
0348.HK,6/9/2017,3:59pm,352000,0.154 - 0.158,0.157,-0.004,-2.484%,-0.158,-50.159%,17182100.0
0351.HK,6/9/2017,3:10pm,1358900,0.178 - 0.214,0.209,-0.001,-0.476%,-0.411,-66.290%,1524570.0
0352.HK,6/9/2017,3:56pm,4000,0.99 - 1.02,1.02,0.03,+3.03%,-0.41,-28.67%,42990.0
0353.HK,6/9/2017,3:49pm,8670000,0.237 - 0.245,0.245,0.005,+2.083%,-0.035,-12.500%,11807800.0
0354.HK,6/9/2017,3:59pm,16844670,4.31 - 4.49,4.38,0.01,+0.23%,-0.43,-8.94%,18835800.0
0355.HK,6/9/2017,3:59pm,5165935,0.71 - 0.73,0.72,0.0,+0.56%,-0.02,-2.70%,3117130.0
0357.HK,6/9/2017,3:53pm,257000,6.36 - 6.40,6.38,0.0,+0.00%,-2.7,-29.74%,205518.0
0358.HK,6/9/2017,4:08pm,7814840,11.76 - 12.06,11.86,-0.04,-0.34%,-2.8,-19.10%,7905860.0
0359.HK,6/9/2017,3:59pm,1604000,0.34 - 0.38,0.37,-0.03,-6.33%,-0.09,-20.43%,275642.0
0360.HK,6/9/2017,3:21pm,80000,0.300 - 0.305,0.305,0.0,+0.000%,-0.395,-56.429%,1429340.0
0361.HK,6/9/2017,3:28pm,480000,0.300 - 0.310,0.305,-0.005,-1.613%,-0.14,-31.461%,2193030.0
0362.HK,6/9/2017,3:49pm,1557000,0.31 - 0.32,0.32,0.0,+1.59%,-0.24,-42.86%,2502050.0
0363.HK,6/9/2017,4:08pm,897025,23.85 - 24.55,24.05,-0.45,-1.84%,-1.1,-4.37%,1336140.0
0364.HK,6/9/2017,3:59pm,77484000,0.025 - 0.027,0.025,-0.001,-3.846%,-0.04,-61.538%,114457000.0
0365.HK,6/9/2017,3:32pm,212000,1.60 - 1.68,1.6,-0.05,-3.03%,-1.48,-48.05%,158038.0
0366.HK,6/9/2017,1:07pm,68000,2.63 - 2.64,2.64,0.0,+0.00%,-0.24,-8.33%,97869.0
0367.HK,6/9/2017,3:59pm,2583533,1.90 - 1.95,1.91,-0.03,-1.55%,-0.04,-2.05%,955350.0
0368.HK,6/9/2017,3:59pm,2234500,1.81 - 1.85,1.85,-0.01,-0.54%,-0.18,-8.87%,5884320.0
0369.HK,6/9/2017,3:57pm,384000,5.40 - 5.47,5.46,0.02,+0.37%,-0.14,-2.50%,273676.0
0370.HK,6/9/2017,2:36pm,32800000,0.138 - 0.148,0.148,0.008,+5.714%,-0.098,-39.837%,19310500.0
0371.HK,6/9/2017,4:08pm,23366504,5.92 - 6.13,5.98,-0.12,-1.97%,-0.46,-7.14%,20596200.0
0372.HK,6/9/2017,3:59pm,9522000,0.63 - 0.68,0.65,-0.01,-1.52%,-0.19,-22.62%,11973100.0
0373.HK,6/8/2017,11:29am,8000,47.75 - 48.00,48.0,0.0,+0.00%,-6.5,-11.93%,11326.0
0374.HK,6/7/2017,10:27am,28000,3.38 - 3.40,3.38,0.0,+0.00%,-3.42,-50.29%,25595.0
0375.HK,6/9/2017,3:49pm,22060,8.03 - 8.06,8.06,-0.19,-2.30%,-0.68,-7.78%,45650.0
0376.HK,6/9/2017,2:59pm,302000,4.50 - 4.60,4.5,-0.08,-1.75%,-3.0,-40.00%,433640.0
0377.HK,6/8/2017,3:59pm,592000,0.54 - 0.57,0.55,0.0,+0.00%,-0.34,-38.20%,570634.0
0378.HK,6/9/2017,3:59pm,16760000,1.31 - 1.35,1.32,-0.03,-2.22%,-0.28,-17.50%,15448300.0
0379.HK,6/9/2017,3:57pm,2730000,0.07 - 0.07,0.07,0.0,+2.94%,-0.07,-48.91%,4691320.0
0380.HK,6/9/2017,3:54pm,202000,0.221 - 0.233,0.233,-0.006,-2.510%,-0.062,-21.017%,178570.0
0381.HK,6/9/2017,3:59pm,68250000,0.092 - 0.103,0.099,-0.003,-2.941%,-0.046,-31.724%,18956700.0
0382.HK,6/9/2017,3:59pm,5578000,1.80 - 1.94,1.9,0.09,+4.97%,-0.04,-2.06%,1662920.0
0383.HK,6/9/2017,3:31pm,1470000,0.35 - 0.35,0.35,-0.0,-1.41%,-0.26,-42.62%,2225750.0
0384.HK,6/9/2017,4:08pm,9086600,12.46 - 13.00,12.6,-0.4,-3.08%,-1.38,-9.87%,4431960.0
0385.HK,6/9/2017,2:58pm,421120,1.41 - 1.48,1.47,0.07,+5.00%,-0.28,-16.00%,185340.0
0386.HK,6/9/2017,4:08pm,132955264,6.36 - 6.45,6.44,-0.01,-0.16%,-0.13,-1.98%,75206200.0
0387.HK,6/9/2017,3:59pm,852000,1.47 - 1.60,1.58,0.08,+5.33%,-0.18,-10.23%,313244.0
0388.HK,6/9/2017,4:08pm,4621760,203.60 - 206.40,205.4,-0.2,-0.10%,-7.8,-3.66%,3698370.0
0389.HK,6/9/2017,3:47pm,77524,0.183 - 0.193,0.184,-0.006,-3.158%,-0.091,-33.091%,640629.0
0390.HK,6/9/2017,4:08pm,20005220,6.34 - 6.46,6.35,-0.1,-1.55%,-1.36,-17.64%,17664000.0
0391.HK,6/9/2017,3:55pm,1440000,0.38 - 0.40,0.39,-0.01,-1.27%,-0.34,-46.58%,1746310.0
0392.HK,6/9/2017,4:08pm,2167482,37.50 - 39.05,37.75,-0.85,-2.20%,-10.55,-21.84%,2628570.0
0393.HK,6/9/2017,3:57pm,2247190,0.96 - 0.99,0.98,-0.02,-2.00%,-0.26,-20.97%,640679.0
0395.HK,6/9/2017,3:57pm,3392000,0.123 - 0.128,0.125,-0.002,-1.575%,-0.08,-39.024%,5678460.0
0396.HK,6/9/2017,3:56pm,4000,0.68 - 0.69,0.69,0.02,+2.99%,-0.07,-9.21%,252448.0
0397.HK,6/9/2017,3:57pm,1890755,0.120 - 0.122,0.121,-0.001,-0.820%,-0.139,-53.462%,11186100.0
0398.HK,6/9/2017,3:57pm,887000,1.80 - 1.83,1.8,0.02,+1.12%,-0.1,-5.26%,438169.0
0399.HK,6/9/2017,3:58pm,189000,0.50 - 0.53,0.52,-0.01,-1.89%,-0.24,-31.58%,372130.0
0400.HK,6/9/2017,4:08pm,39768000,4.40 - 4.84,4.59,-0.29,-5.94%,-8.89,-65.95%,11519900.0
0401.HK,6/9/2017,3:58pm,898440,0.325 - 0.330,0.325,0.0,+0.000%,-0.675,-67.500%,4540140.0
0402.HK,6/9/2017,2:16pm,2640000,0.068 - 0.070,0.069,0.001,+1.471%,-0.146,-67.907%,16529800.0
0403.HK,6/9/2017,3:55pm,3372000,0.58 - 0.59,0.58,-0.03,-4.92%,-0.25,-30.12%,448955.0
0406.HK,6/8/2017,3:39pm,6000,1.18 - 1.19,1.19,0.01,+0.85%,-0.17,-12.50%,104115.0
0408.HK,6/9/2017,3:59pm,322000,3.33 - 3.40,3.35,0.0,+0.00%,-0.25,-6.94%,245236.0
0410.HK,6/9/2017,4:08pm,17168053,3.76 - 3.90,3.77,-0.13,-3.33%,-1.03,-21.46%,11191700.0
0411.HK,6/9/2017,3:52pm,63550,10.92 - 11.00,10.94,-0.06,-0.55%,-0.66,-5.69%,10774.0
0412.HK,6/9/2017,3:59pm,20240976,0.345 - 0.420,0.385,0.04,+11.594%,-0.535,-58.152%,38827800.0
0413.HK,6/9/2017,11:43am,64000,0.29 - 0.29,0.29,0.0,+0.00%,-0.2,-40.57%,268068.0
0416.HK,6/8/2017,3:59pm,571000,8.80 - 8.90,8.9,0.0,+0.00%,-1.4,-13.59%,59612.0
0417.HK,6/9/2017,2:51pm,16920,2.95 - 2.95,2.95,0.0,+0.00%,-0.5,-14.49%,78244.0
0418.HK,6/9/2017,2:47pm,276000,0.57 - 0.59,0.58,0.0,+0.00%,-0.12,-17.14%,4459900.0
0419.HK,6/9/2017,3:59pm,5330000,0.34 - 0.35,0.35,0.0,+0.00%,-0.41,-53.95%,18109600.0
0420.HK,6/9/2017,3:59pm,554000,1.00 - 1.01,1.0,0.0,+0.00%,-0.16,-13.79%,1008570.0
0422.HK,6/9/2017,3:53pm,106000,0.47 - 0.48,0.48,0.0,+0.00%,-0.13,-21.31%,201418.0
0423.HK,6/9/2017,11:42am,118000,1.62 - 1.62,1.62,0.0,+0.00%,-0.1,-5.81%,61308.0
0425.HK,6/9/2017,4:08pm,6641529,31.65 - 32.95,32.3,-0.7,-2.12%,-1.0,-3.00%,5853070.0
0426.HK,6/9/2017,3:56pm,42000,1.35 - 1.39,1.39,0.01,+0.72%,-0.29,-17.26%,360895.0
0430.HK,6/9/2017,1:14pm,696000,0.131 - 0.140,0.133,0.001,+0.758%,-0.034,-20.359%,275025.0
0431.HK,6/9/2017,3:50pm,1476000,0.165 - 0.169,0.169,0.004,+2.424%,-0.226,-57.215%,13944500.0
0432.HK,6/9/2017,3:51pm,200000,3.05 - 3.11,3.1,0.04,+1.31%,-0.3,-8.82%,119795.0
0433.HK,6/9/2017,3:59pm,8080000,0.163 - 0.166,0.166,-0.001,-0.599%,-0.042,-20.192%,13934200.0
0434.HK,6/9/2017,3:59pm,3072000,3.65 - 3.85,3.67,-0.11,-2.91%,-1.57,-29.96%,3917750.0
0436.HK,6/9/2017,3:59pm,3680000,0.56 - 0.59,0.56,-0.04,-6.67%,-0.29,-34.12%,1162430.0
0438.HK,6/9/2017,3:55pm,1926000,0.73 - 0.75,0.75,0.01,+1.35%,-0.04,-5.06%,1131060.0
0439.HK,6/9/2017,4:08pm,6537000,2.72 - 2.88,2.75,-0.14,-4.84%,-0.89,-24.45%,3975690.0
0440.HK,6/9/2017,4:08pm,462990,62.65 - 63.35,63.1,-0.05,-0.08%,-1.2,-1.87%,314066.0
0442.HK,6/9/2017,3:54pm,1099000,6.00 - 6.30,6.27,0.02,+0.32%,-1.12,-15.16%,136896.0
0444.HK,6/9/2017,3:46pm,460000,0.179 - 0.182,0.182,0.0,+0.000%,-0.328,-64.314%,4214730.0
0445.HK,6/9/2017,3:53pm,1875000,0.400 - 0.415,0.415,0.015,+3.750%,-0.06,-12.632%,5709380.0
0449.HK,6/9/2017,3:53pm,9484000,0.103 - 0.111,0.106,0.004,+3.922%,-0.044,-29.333%,6868380.0
0450.HK,6/9/2017,3:27pm,674000,1.51 - 1.55,1.52,-0.01,-0.65%,-0.13,-7.88%,657616.0
0451.HK,6/9/2017,3:59pm,17926000,0.37 - 0.38,0.38,0.01,+4.11%,-0.17,-30.91%,11312300.0
0455.HK,6/9/2017,11:15am,106000,0.37 - 0.38,0.37,0.0,+1.37%,-0.18,-32.73%,556119.0
0456.HK,6/9/2017,3:58pm,180000,0.37 - 0.37,0.37,0.0,+1.37%,-0.08,-17.78%,145783.0
0458.HK,6/9/2017,3:58pm,32000,1.65 - 1.65,1.65,-0.03,-1.79%,-0.37,-18.32%,11522.0
0459.HK,6/9/2017,3:55pm,29690000,0.045 - 0.047,0.046,-0.001,-2.128%,-0.018,-28.125%,28494300.0
0460.HK,6/9/2017,4:08pm,29920000,3.25 - 3.36,3.29,-0.04,-1.20%,-0.47,-12.50%,40582300.0
0464.HK,6/9/2017,3:59pm,632000,1.48 - 1.55,1.55,0.04,+2.65%,-0.35,-18.42%,407164.0
0465.HK,6/9/2017,2:32pm,54000,1.17 - 1.17,1.17,-0.03,-2.50%,-0.26,-18.18%,42776.0
0467.HK,6/9/2017,3:37pm,4094000,0.310 - 0.320,0.315,-0.005,-1.562%,-0.215,-40.566%,6529270.0
0468.HK,6/9/2017,3:59pm,54870000,5.00 - 5.06,5.02,0.02,+0.40%,-0.16,-3.09%,8051400.0
0469.HK,6/9/2017,3:02pm,140000,0.45 - 0.45,0.45,-0.01,-2.17%,-0.09,-16.67%,872726.0
0471.HK,6/9/2017,3:59pm,4442000,0.40 - 0.41,0.4,-0.01,-3.61%,-0.29,-42.03%,4162580.0
0472.HK,6/9/2017,3:59pm,131500,0.94 - 0.96,0.96,0.0,+0.00%,-0.79,-45.14%,639569.0
0474.HK,6/9/2017,3:30pm,257600,0.32 - 0.34,0.33,0.01,+1.54%,-0.2,-37.74%,8104820.0
0475.HK,6/7/2017,11:45am,2000,1.32 - 1.32,1.32,0.0,+0.00%,-0.46,-25.84%,11612.0
0476.HK,6/9/2017,3:48pm,1210000,0.202 - 0.205,0.203,-0.002,-0.976%,-0.137,-40.294%,3439690.0
0479.HK,6/9/2017,3:10pm,880000,0.085 - 0.092,0.085,0.001,+1.190%,-0.03,-26.087%,4103120.0
0480.HK,6/9/2017,3:59pm,302056,4.23 - 4.27,4.27,0.01,+0.23%,-0.2,-4.47%,671157.0
0482.HK,6/9/2017,3:59pm,4504000,0.195 - 0.204,0.196,-0.004,-2.000%,-0.189,-49.091%,1954060.0
0483.HK,6/9/2017,10:38am,2000,1.27 - 1.27,1.27,-0.02,-1.55%,-0.58,-31.35%,46246.0
0484.HK,6/9/2017,3:59pm,3909000,13.00 - 16.20,13.64,-1.28,-8.58%,-2.56,-15.80%,688447.0
0485.HK,6/9/2017,2:48pm,280000,0.15 - 0.16,0.15,-0.0,-1.32%,-0.03,-18.48%,265448.0
0486.HK,6/9/2017,3:59pm,1120000,3.77 - 3.82,3.79,-0.04,-1.04%,-1.36,-26.41%,3287650.0
0487.HK,6/9/2017,2:47pm,432000,0.220 - 0.222,0.221,0.001,+0.455%,-0.009,-3.913%,493498.0
0488.HK,6/9/2017,3:59pm,9514479,0.239 - 0.247,0.243,-0.003,-1.220%,-0.004,-1.619%,26503900.0
0489.HK,6/9/2017,4:08pm,30753461,9.33 - 9.51,9.42,0.07,+0.75%,-0.66,-6.55%,16223200.0
0491.HK,6/9/2017,3:59pm,2200000,0.270 - 0.280,0.275,-0.01,-3.509%,-0.095,-25.676%,3846190.0
0493.HK,6/9/2017,4:08pm,118233800,0.99 - 1.02,1.0,0.01,+1.01%,-0.17,-14.53%,96183104.0
0494.HK,6/9/2017,4:08pm,54611225,2.98 - 3.04,2.99,-0.05,-1.64%,-1.24,-29.31%,33777100.0
0495.HK,6/9/2017,3:58pm,40000,0.31 - 0.32,0.32,-0.01,-3.03%,-0.15,-31.18%,174401.0
0496.HK,6/9/2017,3:52pm,2278000,1.30 - 1.34,1.32,-0.01,-0.75%,-0.41,-23.70%,1681540.0
0497.HK,6/9/2017,3:59pm,3470000,0.38 - 0.38,0.38,-0.01,-2.56%,-0.05,-11.63%,10364700.0
0498.HK,6/9/2017,3:59pm,1560000,0.165 - 0.168,0.167,-0.001,-0.595%,-0.051,-23.394%,3113940.0
0499.HK,6/9/2017,10:15am,2000,0.89 - 0.89,0.86,0.03,+3.61%,-0.59,-40.69%,134128.0
0500.HK,6/9/2017,3:55pm,985000,1.65 - 1.70,1.69,-0.01,-0.59%,-0.26,-13.33%,2460640.0
0503.HK,6/9/2017,3:59pm,890000,1.72 - 1.77,1.77,0.03,+1.72%,-0.42,-19.18%,1342450.0
0505.HK,6/9/2017,3:59pm,219000,0.67 - 0.68,0.68,0.0,+0.00%,-0.37,-35.24%,265860.0
0506.HK,6/9/2017,4:08pm,5882000,3.12 - 3.19,3.17,-0.02,-0.63%,-0.77,-19.54%,5418080.0
0508.HK,6/9/2017,3:59pm,25430000,1.34 - 1.41,1.38,-0.04,-2.82%,-0.12,-8.00%,18522200.0
0509.HK,6/9/2017,3:55pm,3975000,0.26 - 0.27,0.26,-0.01,-3.70%,-0.12,-30.67%,5732960.0
