symbol,date,time,volume,daily_rng,last_price,change,change_pct,52wH,52wH_pct,avg_vol
1662.HK,6/9/2017,3:59pm,148000,1.39 - 1.46,1.42,-0.04,-2.74%,-0.52,-26.80%,207881.0
1663.HK,6/9/2017,3:44pm,3270000,0.470 - 0.480,0.475,-0.01,-2.062%,-0.355,-42.771%,2960870.0
1666.HK,6/9/2017,3:59pm,1371000,12.74 - 13.00,12.84,-0.06,-0.47%,-3.16,-19.75%,1026510.0
1667.HK,6/9/2017,3:59pm,2490000,0.37 - 0.40,0.38,-0.02,-3.80%,-0.42,-52.50%,
1668.HK,6/9/2017,4:08pm,25728000,1.45 - 1.48,1.46,-0.02,-1.35%,-0.43,-22.75%,18682000.0
1669.HK,6/9/2017,3:55pm,28000,1.23 - 1.23,1.23,0.01,+0.82%,-0.42,-25.45%,216388.0
1673.HK,6/9/2017,3:57pm,1202000,3.33 - 3.50,3.5,0.16,+4.79%,0.0,+0.00%,1009910.0
1678.HK,6/9/2017,3:59pm,266000,0.265 - 0.275,0.275,0.0,+0.000%,-0.465,-62.838%,8015440.0
1680.HK,6/9/2017,4:08pm,14021000,1.47 - 1.56,1.5,-0.05,-3.23%,-0.29,-16.20%,4947830.0
1681.HK,6/9/2017,3:59pm,501000,5.63 - 5.68,5.66,-0.02,-0.35%,-0.06,-1.05%,1012080.0
1682.HK,6/9/2017,1:44pm,28000,1.24 - 1.24,1.24,-0.05,-3.88%,-0.77,-38.31%,198812.0
1683.HK,6/9/2017,3:41pm,40000,1.10 - 1.15,1.11,-0.04,-3.48%,-0.76,-40.64%,532776.0
1685.HK,6/9/2017,3:59pm,206000,2.55 - 2.58,2.57,0.0,+0.00%,-1.85,-41.86%,973338.0
1689.HK,6/9/2017,2:26pm,274000,3.25 - 3.32,3.3,-0.01,-0.30%,-0.58,-14.95%,278746.0
1699.HK,6/9/2017,3:01pm,248000,0.41 - 0.43,0.41,-0.0,-1.20%,-0.19,-31.67%,6177550.0
1700.HK,6/9/2017,3:59pm,1290000,1.66 - 1.73,1.71,0.01,+0.59%,-0.25,-12.76%,2325000.0
1708.HK,6/8/2017,3:58pm,1750000,12.22 - 12.52,12.52,0.0,+0.00%,-3.66,-22.62%,410988.0
1717.HK,6/9/2017,3:50pm,382000,3.25 - 3.32,3.32,0.08,+2.47%,-0.12,-3.49%,341122.0
1718.HK,6/9/2017,3:59pm,5480000,0.71 - 0.82,0.77,0.06,+8.45%,-0.7,-47.62%,691940.0
1728.HK,6/9/2017,4:08pm,5495741,4.78 - 4.93,4.84,-0.02,-0.41%,-0.31,-6.02%,11452700.0
1733.HK,6/9/2017,3:59pm,7664750,0.81 - 0.84,0.81,-0.03,-3.57%,-0.81,-50.00%,15612800.0
1738.HK,6/9/2017,3:39pm,7500,1.28 - 1.28,1.28,0.03,+2.40%,-0.22,-14.67%,21378.0
1766.HK,6/9/2017,4:08pm,18428486,7.25 - 7.41,7.27,-0.06,-0.82%,-0.72,-9.01%,16763500.0
1771.HK,6/9/2017,2:57pm,2000,2.00 - 2.00,2.0,0.0,+0.00%,-0.54,-21.26%,29672.0
1776.HK,6/9/2017,4:08pm,5053400,15.64 - 16.02,15.64,-0.22,-1.39%,-3.12,-16.63%,2848260.0
1777.HK,6/9/2017,3:59pm,3905176,1.13 - 1.16,1.15,-0.01,-0.86%,-0.22,-16.06%,8618690.0
1778.HK,6/9/2017,3:59pm,7485000,4.52 - 4.71,4.63,0.08,+1.76%,-1.93,-29.42%,899938.0
1786.HK,6/9/2017,3:59pm,1082500,3.53 - 3.58,3.55,0.01,+0.28%,-0.5,-12.35%,2030150.0
1788.HK,6/9/2017,4:08pm,17519000,2.48 - 2.55,2.49,-0.05,-1.97%,-0.82,-24.77%,15707600.0
1798.HK,6/9/2017,3:59pm,446000,0.78 - 0.79,0.79,0.0,+0.00%,-0.11,-12.22%,2635750.0
1799.HK,5/29/2017,3:23pm,400,6.80 - 6.80,6.8,0.0,+0.00%,-1.19,-14.89%,10782.0
1800.HK,6/9/2017,4:08pm,24946691,10.10 - 10.36,10.1,-0.1,-0.98%,-1.64,-13.97%,23364500.0
1803.HK,6/9/2017,3:59pm,8377000,2.04 - 2.16,2.16,0.11,+5.37%,0.0,+0.00%,2152630.0
1808.HK,6/9/2017,3:57pm,3461200,1.33 - 1.47,1.41,0.03,+2.17%,-0.54,-27.69%,5417460.0
1811.HK,6/9/2017,3:59pm,3250000,1.14 - 1.16,1.15,0.0,+0.00%,-0.21,-15.44%,5258170.0
1812.HK,6/9/2017,4:08pm,4044500,9.35 - 9.68,9.5,-0.06,-0.63%,-1.38,-12.68%,2055760.0
1813.HK,6/9/2017,4:08pm,25225446,5.40 - 5.57,5.45,-0.11,-1.98%,-1.03,-15.90%,15163800.0
1816.HK,6/9/2017,4:08pm,70716614,2.24 - 2.27,2.26,-0.01,-0.44%,-0.27,-10.67%,37434500.0
1818.HK,6/9/2017,3:59pm,7922500,6.54 - 6.70,6.59,-0.17,-2.51%,-3.43,-34.23%,10240600.0
1822.HK,6/9/2017,2:12pm,345000,0.255 - 0.260,0.255,0.0,+0.000%,-0.17,-40.000%,5770620.0
1823.HK,6/8/2017,3:58pm,10000,0.78 - 0.78,0.78,0.0,+0.00%,-0.22,-22.00%,57522.0
1828.HK,6/9/2017,4:08pm,1075000,3.54 - 3.70,3.58,-0.06,-1.65%,-0.35,-8.91%,1905080.0
1829.HK,6/9/2017,3:59pm,7984600,5.86 - 6.02,6.0,0.14,+2.39%,-0.34,-5.36%,4219980.0
1830.HK,6/9/2017,3:59pm,1256000,0.75 - 0.77,0.76,-0.01,-1.30%,-0.1,-11.63%,782242.0
1831.HK,6/9/2017,3:11pm,4135000,0.25 - 0.28,0.27,0.02,+8.43%,-0.32,-54.24%,1382280.0
1836.HK,6/9/2017,3:59pm,3528000,12.94 - 13.04,12.96,-0.16,-1.22%,-6.34,-32.85%,633372.0
1838.HK,6/9/2017,3:21pm,170000,1.72 - 1.76,1.76,0.01,+0.57%,-0.44,-20.00%,375896.0
1848.HK,6/9/2017,3:59pm,897500,9.12 - 9.20,9.15,-0.05,-0.54%,-2.23,-19.60%,1956630.0
1856.HK,6/9/2017,3:55pm,674000,1.58 - 1.63,1.59,-0.08,-4.79%,-0.53,-25.00%,253402.0
1858.HK,6/9/2017,3:57pm,6600,12.70 - 12.78,12.78,-0.02,-0.16%,-2.22,-14.80%,28460.0
1862.HK,6/9/2017,10:31am,1418,2.73 - 2.73,2.73,-0.14,-4.88%,-0.47,-14.69%,789430.0
1866.HK,6/9/2017,3:59pm,1163000,1.99 - 2.06,2.0,-0.06,-2.91%,-0.76,-27.54%,543567.0
1868.HK,6/9/2017,3:42pm,732000,0.95 - 0.99,0.95,0.05,+5.56%,-0.61,-39.10%,223406.0
1878.HK,6/9/2017,3:39pm,430550,1.75 - 1.80,1.77,-0.01,-0.56%,-1.18,-40.00%,550112.0
1880.HK,6/9/2017,4:08pm,19581026,6.07 - 6.12,6.09,-0.01,-0.16%,-0.06,-0.98%,21463300.0
1882.HK,6/9/2017,4:08pm,5974150,19.64 - 21.30,20.7,0.84,+4.23%,-0.6,-2.82%,1907080.0
1883.HK,6/9/2017,3:59pm,2561242,2.40 - 2.44,2.42,-0.01,-0.41%,-0.72,-22.93%,5229120.0
1884.HK,6/9/2017,3:59pm,992000,0.93 - 1.00,0.98,0.07,+7.69%,-0.14,-12.50%,83821.0
1885.HK,6/9/2017,3:53pm,6176000,2.13 - 2.20,2.15,-0.04,-1.83%,-1.38,-39.09%,4540120.0
1886.HK,6/9/2017,3:59pm,4228000,2.56 - 2.63,2.6,-0.03,-1.14%,-0.52,-16.67%,3402650.0
1888.HK,6/9/2017,4:08pm,2976000,8.75 - 8.98,8.9,0.02,+0.23%,-1.86,-17.29%,8018510.0
1889.HK,6/9/2017,3:51pm,5055000,0.385 - 0.395,0.395,0.01,+2.597%,0.0,+0.000%,5859250.0
1893.HK,6/9/2017,3:59pm,1288000,2.37 - 2.43,2.38,-0.05,-2.06%,-0.56,-19.05%,5882160.0
1898.HK,6/9/2017,4:08pm,9916085,3.37 - 3.45,3.41,-0.03,-0.87%,-1.47,-30.12%,11317600.0
1899.HK,6/9/2017,3:59pm,3770000,2.66 - 2.81,2.73,-0.07,-2.50%,-1.24,-31.23%,3257450.0
1900.HK,6/9/2017,3:59pm,1115000,0.65 - 0.67,0.66,-0.01,-1.49%,-0.19,-22.35%,2467970.0
1908.HK,6/9/2017,3:56pm,628000,4.64 - 4.82,4.75,0.07,+1.50%,-0.07,-1.45%,
1910.HK,6/9/2017,3:59pm,4776502,31.70 - 32.35,32.0,-0.45,-1.39%,-1.2,-3.61%,4725210.0
1913.HK,6/9/2017,3:59pm,1880269,28.50 - 29.30,28.95,-0.65,-2.20%,-8.45,-22.59%,1415370.0
1918.HK,6/9/2017,4:08pm,25130000,13.60 - 14.46,13.6,-0.6,-4.23%,-1.14,-7.73%,23226400.0
1919.HK,6/9/2017,4:08pm,7969500,3.42 - 3.58,3.42,-0.11,-3.12%,-0.53,-13.42%,13273300.0
1928.HK,6/9/2017,4:08pm,24232331,35.65 - 36.50,36.1,0.1,+0.28%,-3.2,-8.14%,14531400.0
1929.HK,6/9/2017,4:08pm,25501497,8.50 - 9.04,8.97,0.62,+7.43%,-0.07,-0.77%,4507860.0
1938.HK,6/9/2017,3:36pm,31000,1.03 - 1.04,1.04,0.0,+0.00%,-0.25,-19.38%,441015.0
1958.HK,6/9/2017,4:08pm,12288000,7.70 - 7.96,7.78,0.1,+1.30%,-1.72,-18.11%,11395400.0
1963.HK,6/9/2017,3:59pm,1749000,6.36 - 6.42,6.4,0.03,+0.47%,-0.62,-8.83%,1105090.0
1966.HK,6/9/2017,3:59pm,7462000,3.03 - 3.08,3.04,-0.03,-0.98%,-0.08,-2.56%,9405900.0
1970.HK,6/9/2017,4:08pm,1620000,31.85 - 34.00,32.0,-1.45,-4.33%,-15.95,-33.26%,1037290.0
1972.HK,6/9/2017,4:08pm,5412329,26.40 - 26.75,26.5,-0.15,-0.56%,-1.2,-4.33%,2079300.0
1979.HK,6/9/2017,2:41pm,368000,1.85 - 1.88,1.86,0.0,+0.00%,-0.3,-13.89%,4005690.0
1980.HK,6/9/2017,3:59pm,7312400,5.99 - 6.15,6.14,0.12,+1.99%,-0.8,-11.53%,14059900.0
1982.HK,6/9/2017,3:59pm,962000,1.56 - 1.60,1.58,0.02,+1.28%,-0.25,-13.66%,1214390.0
1985.HK,6/9/2017,3:59pm,220000,1.87 - 1.93,1.89,-0.01,-0.53%,-2.59,-57.81%,2652110.0
1986.HK,6/9/2017,3:59pm,585000,5.52 - 5.60,5.56,0.05,+0.91%,-0.98,-14.98%,701470.0
1988.HK,6/9/2017,4:08pm,204468585,7.80 - 7.89,7.81,-0.02,-0.26%,-1.67,-17.62%,31857000.0
1989.HK,6/9/2017,3:59pm,1464000,0.92 - 0.96,0.95,0.03,+3.26%,-0.53,-35.81%,3995450.0
1991.HK,6/9/2017,3:59pm,930000,0.59 - 0.61,0.6,-0.01,-1.64%,-1.02,-62.96%,2160270.0
1993.HK,6/8/2017,3:18pm,35000,2.49 - 2.57,2.53,0.0,+0.00%,-2.04,-44.64%,52179.0
1999.HK,6/9/2017,4:08pm,153614718,6.50 - 7.60,6.56,0.53,+8.79%,-1.44,-18.00%,15718300.0
2000.HK,6/9/2017,3:58pm,3941000,0.34 - 0.35,0.35,0.0,+0.00%,-0.05,-12.50%,7609690.0
2001.HK,6/9/2017,3:59pm,2487923,3.03 - 3.16,3.11,0.0,+0.00%,-0.17,-5.18%,5255860.0
2002.HK,6/9/2017,3:59pm,1189500,1.55 - 1.64,1.55,-0.09,-5.49%,-0.22,-12.43%,1070120.0
2005.HK,6/9/2017,3:59pm,2217573,3.09 - 3.16,3.1,-0.02,-0.64%,-0.12,-3.73%,3579490.0
2006.HK,6/9/2017,3:59pm,10038000,2.29 - 2.33,2.32,0.02,+0.87%,-0.68,-22.67%,5310620.0
2007.HK,6/9/2017,4:08pm,37245116,9.35 - 9.86,9.48,-0.38,-3.85%,-0.64,-6.32%,41812500.0
2008.HK,6/9/2017,4:08pm,976000,1.17 - 1.20,1.17,-0.02,-1.68%,-0.67,-36.41%,1140770.0
2009.HK,6/9/2017,4:08pm,44909000,4.01 - 4.12,4.06,-0.05,-1.22%,-1.19,-22.67%,81039504.0
2010.HK,6/9/2017,3:59pm,1605601,0.375 - 0.385,0.385,0.005,+1.316%,-0.395,-50.641%,4511080.0
2011.HK,6/9/2017,3:22pm,106000,1.32 - 1.35,1.33,-0.05,-3.62%,-1.82,-57.78%,370955.0
2012.HK,6/9/2017,3:59pm,10048000,0.270 - 0.285,0.275,-0.01,-3.509%,-0.355,-56.349%,18300100.0
2014.HK,6/9/2017,3:59pm,2451000,1.69 - 1.74,1.73,-0.02,-1.14%,-0.51,-22.77%,1540720.0
2016.HK,6/9/2017,3:59pm,328000,4.13 - 4.24,4.19,-0.08,-1.87%,-0.33,-7.30%,1055920.0
2017.HK,6/9/2017,3:59pm,1738000,1.80 - 2.03,2.02,0.12,+6.32%,-0.4,-16.53%,3734980.0
2018.HK,6/9/2017,4:08pm,17975144,97.50 - 100.80,99.5,3.25,+3.38%,-17.0,-14.59%,6489930.0
2020.HK,6/9/2017,4:08pm,6948146,22.95 - 23.70,23.25,0.4,+1.75%,-2.6,-10.06%,8205810.0
2023.HK,6/9/2017,2:44pm,128000,1.30 - 1.33,1.29,-0.01,-0.77%,-1.31,-50.38%,310090.0
2028.HK,6/9/2017,3:59pm,666000,1.30 - 1.35,1.35,-0.05,-3.57%,-1.04,-43.51%,778812.0
2030.HK,6/9/2017,3:59pm,640000,2.13 - 2.22,2.14,-0.02,-0.93%,-0.85,-28.43%,1064450.0
2031.HK,6/9/2017,3:27pm,375000,0.395 - 0.410,0.405,0.0,+0.000%,-0.325,-44.521%,812687.0
2033.HK,6/9/2017,3:36pm,88000,0.88 - 0.90,0.89,-0.01,-1.11%,-0.19,-17.59%,643206.0
2038.HK,6/9/2017,4:08pm,6044449,2.37 - 2.40,2.4,0.03,+1.27%,-0.94,-28.14%,9540670.0
2039.HK,6/9/2017,4:08pm,765828,13.10 - 13.48,13.18,-0.04,-0.30%,-1.3,-8.98%,1469270.0
2066.HK,6/9/2017,4:08pm,576500,6.61 - 6.75,6.74,0.12,+1.81%,-3.34,-33.13%,807887.0
2068.HK,6/8/2017,10:36am,233,2.22 - 2.23,2.22,0.0,+0.00%,-0.38,-14.62%,47343.0
2080.HK,6/9/2017,3:47pm,156000,1.17 - 1.22,1.18,-0.02,-1.67%,-0.88,-42.72%,131582.0
2083.HK,6/9/2017,3:55pm,47000,1.03 - 1.03,1.03,0.01,+0.98%,-0.39,-27.46%,122896.0
2086.HK,6/9/2017,11:30am,76000,3.99 - 4.10,4.1,0.0,+0.00%,-1.24,-23.22%,358068.0
2088.HK,6/9/2017,3:41pm,386000,0.24 - 0.25,0.25,0.0,+1.63%,-0.17,-40.48%,252781.0
2098.HK,6/9/2017,4:08pm,5853000,4.45 - 4.61,4.49,-0.02,-0.44%,-1.51,-25.17%,9028940.0
2099.HK,6/9/2017,3:59pm,757200,11.70 - 11.84,11.8,-0.1,-0.84%,-9.2,-43.81%,382740.0
2100.HK,6/9/2017,3:59pm,2368000,0.68 - 0.70,0.69,0.0,+0.00%,-0.19,-21.59%,12168900.0
2111.HK,6/9/2017,3:59pm,1584000,7.00 - 7.11,7.06,-0.04,-0.56%,-0.41,-5.49%,1184030.0
2112.HK,6/9/2017,3:56pm,3530000,1.75 - 1.79,1.78,0.02,+1.14%,-0.52,-22.61%,1925760.0
2113.HK,6/9/2017,3:49pm,20000,0.63 - 0.63,0.63,-0.01,-1.56%,-0.4,-38.83%,1608130.0
2118.HK,6/9/2017,3:21pm,72000,2.94 - 2.96,2.94,-0.02,-0.68%,-0.56,-16.00%,106299.0
2120.HK,6/9/2017,2:55pm,36600,36.00 - 39.00,36.0,0.1,+0.28%,-7.9,-18.00%,21233.0
2121.HK,6/8/2017,3:48pm,60000,1.07 - 1.11,1.09,-0.01,-0.91%,-0.42,-27.81%,123960.0
2128.HK,6/9/2017,4:08pm,5828000,6.04 - 6.18,6.07,0.03,+0.50%,-0.88,-12.66%,3849590.0
2133.HK,6/9/2017,3:34pm,1205000,0.25 - 0.28,0.28,0.01,+3.70%,-0.09,-25.33%,1316670.0
2136.HK,6/9/2017,3:59pm,303500,2.60 - 2.72,2.68,0.08,+3.08%,-0.22,-7.59%,965271.0
2138.HK,6/9/2017,3:59pm,2186000,2.57 - 2.67,2.57,0.01,+0.39%,-0.42,-14.05%,257493.0
2166.HK,6/9/2017,3:58pm,202000,1.64 - 1.73,1.73,0.01,+0.58%,-0.48,-21.72%,436925.0
2168.HK,5/4/2017,4:08pm,423687,5.99 - 6.01,6.01,0.0,+0.00%,-0.78,-11.49%,8997250.0
2178.HK,6/9/2017,2:55pm,71142,0.36 - 0.38,0.36,-0.0,-1.37%,-0.32,-47.06%,1403720.0
2183.HK,6/9/2017,3:57pm,536000,6.00 - 6.29,6.18,0.03,+0.49%,-0.77,-11.08%,811528.0
2186.HK,6/9/2017,4:08pm,10096800,4.52 - 4.60,4.55,-0.04,-0.87%,-1.22,-21.14%,9575500.0
2188.HK,6/9/2017,3:48pm,318000,1.13 - 1.15,1.14,0.0,+0.00%,-0.44,-27.85%,1577310.0
2193.HK,6/9/2017,11:40am,64000,1.02 - 1.02,1.02,-0.01,-0.97%,-0.51,-33.33%,325791.0
2196.HK,6/9/2017,4:08pm,2030590,32.15 - 33.30,32.85,0.05,+0.15%,-0.45,-1.35%,2019480.0
2198.HK,6/9/2017,3:59pm,1594000,2.20 - 2.26,2.2,-0.02,-0.90%,-1.03,-31.89%,2977760.0
2199.HK,6/9/2017,4:08pm,301350,5.60 - 5.69,5.63,-0.04,-0.71%,-5.27,-48.35%,1314600.0
2200.HK,6/9/2017,3:59pm,38000,2.44 - 2.45,2.45,0.01,+0.41%,-0.43,-14.93%,408353.0
2202.HK,6/9/2017,4:08pm,14541266,20.95 - 21.55,21.2,0.0,+0.00%,-2.9,-12.03%,8038340.0
2208.HK,6/9/2017,4:08pm,2568000,11.58 - 11.88,11.6,-0.12,-1.02%,-2.0,-14.71%,3034120.0
2211.HK,6/9/2017,3:59pm,116418000,0.182 - 0.213,0.205,0.025,+13.889%,-0.315,-60.577%,12969500.0
2212.HK,6/9/2017,3:59pm,1400000,0.22 - 0.23,0.23,0.01,+2.68%,-0.12,-34.29%,19521600.0
2213.HK,6/9/2017,3:59pm,1632000,1.62 - 1.70,1.62,-0.07,-4.14%,-0.47,-22.49%,1270560.0
2218.HK,6/9/2017,3:59pm,1946300,4.45 - 4.50,4.45,-0.01,-0.22%,-0.28,-5.92%,140695.0
2221.HK,6/9/2017,3:59pm,1100000,3.69 - 3.86,3.74,-0.07,-1.84%,-0.56,-13.02%,1552040.0
2222.HK,6/9/2017,3:59pm,2019000,0.84 - 0.87,0.85,-0.01,-1.16%,-0.37,-30.33%,1804240.0
2223.HK,6/9/2017,3:47pm,148000,1.13 - 1.19,1.14,-0.02,-1.72%,-1.41,-55.29%,414239.0
2226.HK,6/9/2017,3:25pm,141000,4.13 - 4.19,4.16,0.01,+0.24%,-1.0,-19.38%,268518.0
2228.HK,8/15/2016,3:03pm,375000,0.59 - 0.60,0.6,0.0,+0.00%,-0.1,-14.29%,
2233.HK,6/9/2017,3:59pm,12558000,1.18 - 1.22,1.21,0.0,+0.00%,-0.43,-26.22%,24117200.0
2236.HK,6/9/2017,3:59pm,8874000,0.98 - 1.15,1.03,0.05,+5.10%,-0.12,-10.43%,1110290.0
2238.HK,6/9/2017,4:08pm,39827651,13.74 - 14.30,13.92,0.1,+0.72%,-0.38,-2.66%,21734400.0
2239.HK,6/9/2017,3:10pm,3000,2.53 - 2.55,2.55,0.0,+0.00%,-0.55,-17.74%,43548.0
2255.HK,6/9/2017,3:59pm,1231000,1.60 - 1.64,1.61,-0.02,-1.23%,-0.34,-17.44%,788896.0
2266.HK,6/9/2017,3:59pm,126000,2.21 - 2.30,2.23,-0.07,-3.04%,-1.07,-32.42%,1113550.0
2268.HK,6/9/2017,3:59pm,5068000,2.12 - 2.22,2.15,0.03,+1.42%,-0.42,-16.34%,5048890.0
2277.HK,6/9/2017,3:59pm,5895000,0.96 - 1.10,1.0,0.05,+5.26%,-1.37,-57.81%,1426810.0
2278.HK,6/8/2017,2:56pm,6000,4.20 - 4.20,4.2,0.0,+0.00%,-2.14,-33.75%,3373.0
2280.HK,6/9/2017,3:59pm,2650000,6.00 - 6.18,6.08,-0.05,-0.82%,-1.42,-18.93%,2564310.0
2281.HK,6/9/2017,3:12pm,11000,1.73 - 1.81,1.75,-0.04,-2.23%,-0.66,-27.39%,1278310.0
2282.HK,6/9/2017,4:08pm,6499130,16.42 - 16.76,16.42,-0.18,-1.08%,-1.58,-8.78%,6428820.0
2283.HK,6/9/2017,3:54pm,330000,3.27 - 3.40,3.32,-0.04,-1.19%,-0.2,-5.68%,644293.0
2286.HK,6/9/2017,3:59pm,171000,2.00 - 2.04,2.0,-0.01,-0.50%,-0.7,-25.93%,289373.0
2288.HK,6/9/2017,3:57pm,94000,1.22 - 1.25,1.25,0.0,+0.00%,-0.22,-14.97%,266716.0
2289.HK,6/9/2017,9:44am,9500,7.90 - 7.90,7.89,-0.01,-0.13%,-1.31,-14.24%,11649.0
2293.HK,6/9/2017,3:31pm,48000,1.78 - 1.79,1.78,-0.02,-1.11%,-0.45,-20.18%,133714.0
2298.HK,6/9/2017,4:08pm,1478590,3.10 - 3.22,3.17,0.01,+0.32%,-1.25,-28.28%,6104090.0
2299.HK,6/9/2017,3:59pm,44000,5.47 - 5.50,5.5,0.02,+0.36%,-1.8,-24.66%,131665.0
2300.HK,6/9/2017,3:57pm,42000,2.32 - 2.43,2.4,-0.03,-1.23%,-0.8,-25.00%,229191.0
2302.HK,6/9/2017,10:43am,16000,3.20 - 3.26,3.26,0.04,+1.24%,-0.62,-15.98%,264748.0
2303.HK,6/9/2017,3:38pm,16000,2.68 - 2.68,2.68,0.06,+2.29%,-0.77,-22.32%,68861.0
2307.HK,6/9/2017,3:59pm,1698000,0.50 - 0.52,0.5,-0.03,-5.66%,-0.14,-21.87%,292358.0
2308.HK,6/9/2017,2:20pm,318880,1.11 - 1.11,1.11,0.0,+0.00%,-0.39,-26.00%,394397.0
2309.HK,6/9/2017,3:59pm,10211900,0.19 - 0.19,0.19,0.0,+0.00%,-1.15,-85.82%,48470800.0
2310.HK,6/9/2017,3:58pm,46000,0.405 - 0.435,0.435,-0.005,-1.136%,-1.315,-75.143%,99522.0
2313.HK,6/9/2017,4:08pm,1597163,52.05 - 53.50,52.2,-1.0,-1.88%,-3.8,-6.79%,2017280.0
2314.HK,6/9/2017,4:08pm,8584540,6.72 - 6.98,6.84,-0.1,-1.44%,-0.99,-12.64%,10113000.0
2317.HK,6/9/2017,3:59pm,4244000,0.77 - 0.82,0.8,0.02,+2.56%,-0.3,-27.27%,2152420.0
2318.HK,6/9/2017,4:08pm,52398921,51.70 - 52.90,52.05,0.05,+0.10%,-0.85,-1.61%,31799900.0
2319.HK,6/9/2017,4:08pm,15648254,15.64 - 16.00,15.84,-0.08,-0.50%,-0.98,-5.83%,8739260.0
2320.HK,6/9/2017,3:56pm,284000,0.97 - 0.98,0.98,0.0,+0.00%,-0.19,-16.24%,1304860.0
2322.HK,6/9/2017,3:19pm,768000,0.82 - 0.85,0.84,0.03,+3.70%,-0.44,-34.38%,707410.0
2323.HK,6/9/2017,3:59pm,28000,2.28 - 2.38,2.36,0.07,+3.06%,-1.24,-34.44%,92952.0
2326.HK,6/9/2017,4:08pm,25380000,0.365 - 0.395,0.375,-0.005,-1.316%,-0.415,-52.532%,6771220.0
2327.HK,6/9/2017,3:59pm,3006000,0.32 - 0.34,0.33,-0.01,-2.94%,-0.2,-37.74%,1129360.0
2328.HK,6/9/2017,4:08pm,17365959,12.74 - 13.00,12.78,-0.06,-0.47%,-1.74,-11.98%,28798700.0
2329.HK,6/9/2017,4:08pm,513000,2.43 - 2.46,2.46,0.0,+0.00%,-0.43,-14.88%,1620300.0
2330.HK,6/7/2017,2:21pm,48000,0.24 - 0.25,0.25,0.0,+0.00%,-0.11,-30.56%,105015.0
2331.HK,6/9/2017,3:59pm,25347641,5.70 - 5.87,5.83,-0.01,-0.17%,-0.14,-2.35%,13365700.0
2333.HK,6/9/2017,4:08pm,153506448,8.81 - 9.39,9.08,0.28,+3.18%,-1.0,-9.92%,59034900.0
2336.HK,6/9/2017,3:53pm,240000,0.370 - 0.395,0.395,0.015,+3.947%,-0.215,-35.246%,192266.0
2338.HK,6/9/2017,4:08pm,8692636,12.00 - 12.30,12.06,-0.14,-1.15%,-3.04,-20.13%,8304430.0
2339.HK,6/9/2017,3:59pm,6072720,1.60 - 1.74,1.6,-0.15,-8.57%,-1.2,-42.86%,2295110.0
2340.HK,6/9/2017,2:57pm,296000,1.13 - 1.15,1.15,0.0,+0.00%,-0.98,-46.01%,1167150.0
2341.HK,6/9/2017,10:52am,170000,1.62 - 1.62,1.62,0.03,+1.89%,-0.21,-11.48%,330580.0
2342.HK,6/9/2017,3:59pm,3657930,1.13 - 1.17,1.14,0.0,+0.00%,-0.46,-28.75%,4708430.0
2343.HK,6/9/2017,3:59pm,12828944,1.55 - 1.59,1.59,-0.01,-0.62%,-0.35,-18.04%,23592600.0
2345.HK,6/9/2017,3:59pm,778000,1.45 - 1.48,1.46,-0.01,-0.68%,-0.32,-17.98%,2111290.0
2348.HK,6/9/2017,3:59pm,264000,4.38 - 4.46,4.4,-0.04,-0.90%,-1.97,-30.93%,322482.0
2349.HK,6/9/2017,3:59pm,136000,0.495 - 0.510,0.495,0.0,+0.000%,-0.195,-28.261%,962953.0
2355.HK,6/9/2017,2:18pm,132000,5.57 - 5.62,5.57,-0.03,-0.54%,-0.53,-8.69%,471958.0
2356.HK,6/9/2017,4:08pm,1173299,16.38 - 16.70,16.5,0.06,+0.36%,-0.34,-2.02%,798786.0
2357.HK,6/9/2017,4:08pm,14529000,4.68 - 4.80,4.71,-0.06,-1.26%,-1.34,-22.15%,11681000.0
2358.HK,6/9/2017,3:57pm,990000,0.18 - 0.19,0.19,0.01,+5.56%,-0.14,-42.42%,3193600.0
2362.HK,6/9/2017,3:59pm,3650000,0.74 - 0.78,0.77,0.01,+1.32%,-0.42,-35.29%,6052570.0
2366.HK,6/8/2017,3:55pm,105000,0.75 - 0.79,0.78,-0.01,-1.27%,-0.17,-17.89%,1246600.0
2368.HK,6/9/2017,3:59pm,1156000,2.29 - 2.33,2.32,0.02,+0.87%,-0.28,-10.77%,444119.0
2369.HK,3/30/2017,3:59pm,8701000,0.71 - 0.73,0.72,0.0,+0.00%,-0.97,-57.40%,7247640.0
2371.HK,6/9/2017,3:59pm,2176000,0.100 - 0.109,0.109,0.007,+6.863%,-0.156,-58.868%,3387130.0
2378.HK,6/9/2017,2:43pm,1500,173.60 - 174.90,173.6,-2.5,-1.42%,-6.2,-3.45%,3551.0
2379.HK,6/9/2017,3:57pm,1010000,1.32 - 1.41,1.4,0.06,+4.48%,-0.09,-6.04%,629552.0
2380.HK,6/9/2017,4:08pm,43708100,2.78 - 2.84,2.83,0.01,+0.35%,-0.53,-15.77%,21398900.0
2382.HK,6/9/2017,4:08pm,8227008,65.20 - 67.75,65.8,-0.2,-0.30%,-2.0,-2.95%,6712060.0
2383.HK,6/9/2017,3:49pm,204000,1.89 - 1.93,1.92,-0.01,-0.52%,-0.35,-15.42%,432320.0
2386.HK,6/9/2017,4:08pm,2522000,7.53 - 7.74,7.53,-0.15,-1.95%,-1.05,-12.24%,4299890.0
